query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Didymoglossum petersii (A.Gray) Copel.,Didymoglossum petersii (A. Gray) Copel.,Didymoglossum petersii (A. Gray) Copel.,accepted,accepted,auto_punct,2302849
Dryopteris ramosa (C.Hope) C.Chr.,Dryopteris ramosa (Hope) C. Chr.,Dryopteris ramosa (Hope) C. Chr.,accepted,accepted,auto_basexin,2316116
Adiantum abscissum Schrad.,Adiantum abscissum Schrad.,Adiantum abscissum Schrad.,accepted,accepted,exact,2420084
Adiantum alarconianum Gaudich.,Adiantum alarconianum Gaudich.,Adiantum alarconianum Gaudich.,accepted,accepted,exact,2420085
Adiantum amplum C.Presl,Adiantum amplum C. Presl,Adiantum amplum C. Presl,accepted,accepted,auto_punct,2420086
Adiantum aneitense Carruth.,Adiantum aneitense Carruth.,Adiantum aneitense Carruth.,accepted,accepted,exact,2420088
Adiantum atroviride Bostock,Adiantum atroviride Bostock,Adiantum atroviride Bostock,accepted,accepted,exact,2420090
Adiantum braunii Mett. ex Kuhn,Adiantum braunii Mett. ex Kuhn,Adiantum braunii Mett. ex Kuhn,accepted,accepted,exact,2420091
Adiantum capillatum A.R.Sm. & J.Prado,Adiantum capillatum A. R. Sm. & J. Prado,Adiantum capillatum A. R. Sm. & J. Prado,accepted,accepted,auto_punct,2420093
Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,Adiantum comorense (Tardieu) Verdc.,accepted,accepted,exact,2420095
Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,Adiantum curvatum Kaulf.,accepted,accepted,exact,2420096
Adiantum dawsonii Lellinger & J.Prado,Adiantum dawsonii Lellinger & J. Prado,Adiantum dawsonii Lellinger & J. Prado,accepted,accepted,auto_punct,2420097
Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,Adiantum decoratum Maxon & Weath.,accepted,accepted,exact,2420098
Adiantum deflectens Mart.,Adiantum deflectens Mart.,Adiantum deflectens Mart.,accepted,accepted,exact,2420099
Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,Adiantum delicatulum Mart.,accepted,accepted,exact,2420100
Adiantum discolor J.Prado,Adiantum discolor J. Prado,Adiantum discolor J. Prado,accepted,accepted,auto_punct,2420101
Adiantum feei T.Moore ex Fee,Adiantum feei T. Moore,Adiantum feei T. Moore,accepted,accepted,auto_exin+,2420102
Adiantum fuliginosum Fee,Adiantum fuliginosum Fée,Adiantum fuliginosum Fée,accepted,accepted,auto_punct,2420104
Adiantum glabrum Copel.,Adiantum glabrum Copel.,Adiantum glabrum Copel.,accepted,accepted,exact,2420105
Adiantum gracile Fee,Adiantum gracile Fée,Adiantum gracile Fée,accepted,accepted,auto_punct,2420106
Adiantum hornei Baker,Adiantum hornei Baker,Adiantum hornei Baker,accepted,accepted,exact,2420107
Adiantum hosei Baker,Adiantum hosei Baker,Adiantum hosei Baker,accepted,accepted,exact,2420108
Adiantum intermedium Sw.,Adiantum intermedium Sw.,Adiantum intermedium Sw.,accepted,accepted,exact,2420109
Adiantum krameri B.Zimmer,Adiantum krameri B. Zimmer,Adiantum krameri B. Zimmer,accepted,accepted,auto_punct,2420110
Adiantum madagascariense var. prolongatum (Bonap.) Tardieu,Adiantum madagascariense var. prolongatum (Bonap.) Tardieu,Adiantum madagascariense var. prolongatum (Bonap.) Tardieu,accepted,accepted,exact,2420112
Adiantum mathewsianum Hook.,Adiantum mathewsianum Hook.,Adiantum mathewsianum Hook.,accepted,accepted,exact,2420113
Adiantum mcvaughii Mickel & Beitel,Adiantum mcvaughii Mickel & Beitel,Adiantum mcvaughii Mickel & Beitel,accepted,accepted,exact,2420114
Adiantum mendoncae Alston,Adiantum mendoncae Alston,Adiantum mendoncae Alston,accepted,accepted,exact,2420115
Adiantum oaxacanum Mickel & Beitel,Adiantum oaxacanum Mickel & Beitel,Adiantum oaxacanum Mickel & Beitel,accepted,accepted,exact,2420118
Adiantum ornithopodum C.Presl,Adiantum ornithopodum C. Presl,Adiantum ornithopodum C. Presl,accepted,accepted,auto_punct,2420120
Adiantum oyapokense Jenman,Adiantum oyapokense Jenman,Adiantum oyapokense Jenman,accepted,accepted,exact,2420121
Adiantum phanerophlebium (Baker) C.Chr.,Adiantum phanerophlebium (Baker) C. Chr.,Adiantum phanerophlebium (Baker) C. Chr.,accepted,accepted,auto_punct,2420122
Adiantum poeppigianum (Kuhn) Hieron.,Adiantum poeppigianum C. Presl,Adiantum poeppigianum C. Presl,accepted,accepted,auto_cfonly,2420123
Adiantum rhizophytum Schrad.,Adiantum rhizophytum Schrad.,Adiantum rhizophytum Schrad.,accepted,accepted,exact,2420124
Adiantum schweinfurthii Kuhn,Adiantum schweinfurthii Kuhn,Adiantum schweinfurthii Kuhn,accepted,accepted,exact,2420125
Adiantum stenochlamys Baker,Adiantum stenochlamys Baker,Adiantum stenochlamys Baker,accepted,accepted,exact,2420126
Adiantum taiwanianum Tagawa,Adiantum taiwanianum Tagawa,Adiantum taiwanianum Tagawa,accepted,accepted,exact,2420127
Adiantum thongthamii Suksathan,Adiantum thongthamii Suksathan,Adiantum thongthamii Suksathan,accepted,accepted,exact,2420128
Adiantum urophyllum Hook.,Adiantum urophyllum Hook.,Adiantum urophyllum Hook.,accepted,accepted,exact,2420130
Adiantum villosissimum Mett. ex Kuhn,Adiantum villosissimum Mett. ex Kuhn,Adiantum villosissimum Mett. ex Kuhn,accepted,accepted,exact,2420131
Adiantum vogelii Mett. ex Keyserl.,Adiantum vogelii Mett. ex Kuhn,Adiantum vogelii Mett. ex Kuhn,accepted,accepted,auto_basexin,2420132
Adiantum wattii Baker,Adiantum wattii (Bedd.) Baker,Adiantum wattii (Bedd.) Baker,accepted,accepted,auto_basio-,2420133
Adiantum wilesianum Hook.,Adiantum wilesianum Hook.,Adiantum wilesianum Hook.,accepted,accepted,exact,2420134
Equisetum x schaffneri Milde,Equisetum × schaffneri Milde,Equisetum × schaffneri Milde,accepted,accepted,exact,2461321
Equisetum variegatum subsp. alaskanum (A.A.Eaton) Hulten,Equisetum variegatum subsp. alaskanum (A. A. Eaton) Hultén,Equisetum variegatum subsp. alaskanum (A. A. Eaton) Hultén,accepted,accepted,auto_punct,2461338
Adiantopsis orbignyana (Kuhn) Ponce & Scataglini,Adiantopsis orbignyana (Mett. ex Kuhn) Ponce & Scataglini,Adiantopsis orbignyana (Mett. ex Kuhn) Ponce & Scataglini,accepted,accepted,auto_basexin,2478359
Cheilanthes glutinosa M.Kessler & A.R.Sm.,Cheilanthes glutinosa M. Kessler & A. R. Sm.,Cheilanthes glutinosa M. Kessler & A. R. Sm.,accepted,accepted,auto_punct,2478362
Cheilanthes obducta Mett. ex Kuhn,Cheilanthes obducta Mett. ex Kuhn,Cheilanthes obducta Mett. ex Kuhn,accepted,accepted,exact,2478365
"Cheilanthes pantanalensis E.L.M.Assis, Ponce & Labiak","Cheilanthes pantanalensis E. L. M. Assis, Ponce & Labiak","Cheilanthes pantanalensis E. L. M. Assis, Ponce & Labiak",accepted,accepted,auto_punct,2478366
Cheilanthes pilosa Goldm.,Cheilanthes pilosa Goldm.,Cheilanthes pilosa Goldm.,accepted,accepted,exact,2478367
Cheilanthes sarmientoi Ponce,Cheilanthes sarmientoi Ponce,Cheilanthes sarmientoi Ponce,accepted,accepted,exact,2478369
Cheilanthes scariosa (Sw.) C.Presl,Cheilanthes scariosa (Sw.) C. Presl,Cheilanthes scariosa (Sw.) C. Presl,accepted,accepted,auto_punct,2478370
Deparia longipilosa Rakotondr.,Deparia longipilosa Rakotondr.,Deparia longipilosa Rakotondr.,accepted,accepted,exact,2478789
Deparia marojejyensis (Tardieu) M.Kato,Deparia marojejyensis (Tardieu) M. Kato,Deparia marojejyensis (Tardieu) M. Kato,accepted,accepted,auto_punct,2478790
Deparia septentrionalis Rakotondr.,Deparia septentrionalis Rakotondr.,Deparia septentrionalis Rakotondr.,accepted,accepted,exact,2478792
Davallia sinensis (Christ) Ching,Davallia sinensis (Christ) Ching,Davallia sinensis (Christ) Ching,accepted,accepted,exact,2487050
Davallia assamica (Bedd.) Baker,Davallia assamica (Bedd.) Baker,Davallia assamica (Bedd.) Baker,accepted,accepted,exact,2487051
Davallia platylepis Baker,Davallia platylepis Baker,Davallia platylepis Baker,accepted,accepted,exact,2487052
Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,Davallia kansuensis (Ching) X.D.Ma & F.G.Wang.,accepted,accepted,exact,2487053
Davallia membranulosa Wall. ex Hook.,Davallia membranulosa Wall.,Davallia membranulosa Wall.,accepted,accepted,auto_exin+,2487054
Ascogrammitis lehnertii Sundue,Ascogrammitis lehnertii Sundue,Ascogrammitis lehnertii Sundue,accepted,accepted,exact,2487319
Hymenasplenium laterepens N.Murak. & X.Cheng ex Y.Fen Chang & K.Hori,Hymenasplenium laterepens N. Murak. & X. Cheng ex Y. Fen Chang & K. Hori,Hymenasplenium laterepens N. Murak. & X. Cheng ex Y. Fen Chang & K. Hori,accepted,accepted,auto_punct,2488263
Hypodematium squamulosopilosum Ching,Hypodematium squamulosopilosum Ching,Hypodematium squamulosopilosum Ching,accepted,accepted,exact,2488282
Hypodematium angustifolium C.S.Lee & K.Lee,Hypodematium angustifolium C.S.Lee & K.Lee,Hypodematium angustifolium C.S.Lee & K.Lee,accepted,accepted,exact,2488297
Athyrium arcuatum Liebm.,Athyrium arcuatum Liebm.,Athyrium arcuatum Liebm.,accepted,accepted,exact,2490382
Athyrium bourgaei E.Fourn.,Athyrium bourgaei E. Fourn.,Athyrium bourgaei E. Fourn.,accepted,accepted,auto_punct,2490383
Athyrium dombeyi Desv.,Athyrium dombeyi Desv.,Athyrium dombeyi Desv.,accepted,accepted,exact,2490384
Pteridrys hanoiensis Li Bing Zhang et al.,"Pteridrys hanoiensis Li Bing Zhang, Liang Zhang, N. T. Lu & X. M. Zhou","Pteridrys hanoiensis Li Bing Zhang, Liang Zhang, N. T. Lu & X. M. Zhou",accepted,accepted,auto_cfonly,2494257
Microsorum biseriatum (Bosman) Noot.,Microsorum biseriatum (Bosman) Noot.,Microsorum biseriatum (Bosman) Noot.,accepted,accepted,exact,2496287
Microsorum steerei (Harr.) Ching,Microsorum steerei (Harr.) Ching,Microsorum steerei (Harr.) Ching,accepted,accepted,exact,2496289
Leptochilus macrophyllus (Blume) Noot.,Leptochilus macrophyllus (Blume) Noot.,Leptochilus macrophyllus (Blume) Noot.,accepted,accepted,exact,2496294
"Asplenium simaoense K.W.Xu, Li Bing Zhang & W.B.Liao","Asplenium simaoense K. W. Xu, Li Bing Zhang & W. B. Liao","Asplenium simaoense K. W. Xu, Li Bing Zhang & W. B. Liao",accepted,accepted,auto_punct,2496798
Asplenium tenuifolium D.Don,Asplenium tenuifolium D. Don,Asplenium tenuifolium D. Don,accepted,accepted,auto_punct,2496800
Ophioglossum eliminatum S.Khandelwal & H.K.Goswami,Ophioglossum eliminatum Khand. & Goswamy,Ophioglossum eliminatum Khand. & Goswamy,accepted,accepted,auto_cfonly,2500583
"Salpichlaena hybrida Lehtonen, G.G.Cardenas & Tuomisto","Salpichlaena hybrida Lehtonen, G. G. Cárdenas & Tuomisto","Salpichlaena hybrida Lehtonen, G. G. Cárdenas & Tuomisto",accepted,accepted,auto_punct,2501393
"Salpichlaena papyrus Lehtonen, G.G.Cardenas & Tuomisto","Salpichlaena papyrus G. G. Cárdenas, Tuomisto & Lehtonen","Salpichlaena papyrus G. G. Cárdenas, Tuomisto & Lehtonen",accepted,accepted,auto_cfonly,2501394
Salpichlaena volubilis subsp. amazonica G.G.Cardenas & Tuomisto,Salpichlaena volubilis subsp. amazonica G. G. Cárdenas & Tuomisto,Salpichlaena volubilis subsp. amazonica G. G. Cárdenas & Tuomisto,accepted,accepted,auto_punct,2501395
Salpichlaena volubilis subsp. crenata G.G.Cardenas & Tuomisto,Salpichlaena volubilis subsp. crenata G. G. Cárdenas & Tuomisto,Salpichlaena volubilis subsp. crenata G. G. Cárdenas & Tuomisto,accepted,accepted,auto_punct,2501396
Dennstaedtia glabrata (Ces.) C.Chr.,Dennstaedtia glabrata (Ces.) C. Chr.,Dennstaedtia glabrata (Ces.) C. Chr.,accepted,accepted,auto_punct,2501664
Asplenium sancti-christofori Christ,Asplenium sancti-christofori Christ,Asplenium sancti-christofori Christ,accepted,accepted,exact,2501723
Dicksonia navarrensis Christ,Dicksonia navarrensis Christ,Dicksonia navarrensis Christ,accepted,accepted,exact,2508679
Sphaeropteris setifera (Holttum) R.M.Tryon,Sphaeropteris setifera (Holttum) R. M. Tryon,Sphaeropteris setifera (Holttum) R. M. Tryon,accepted,accepted,auto_punct,2508680
Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,Leptochilus chingii Liang Zhang & Li Bing Zhang,accepted,accepted,exact,2510559
Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,Leptochilus dissimilialatus (Bonap.) Liang Zhang & Li Bing Zhang,accepted,accepted,exact,2510560
Leptochilus evrardii (Tardieu) Liang Zhang & Li Bing Zhang,Leptochilus evrardii (Tardieu) Liang Zhang & Li Bing Zhang,Leptochilus evrardii (Tardieu) Liang Zhang & Li Bing Zhang,accepted,accepted,exact,2510561
Leptochilus flexilobus (Christ) Liang Zhang & Li Bing Zhang,Leptochilus flexilobus (Christ) Liang Zhang & Li Bing Zhang,Leptochilus flexilobus (Christ) Liang Zhang & Li Bing Zhang,accepted,accepted,exact,2510562
"Leptochilus oblongus Li Bing Zhang, Liang Zhang & N.T Lu","Leptochilus oblongus Li Bing Zhang, Liang Zhang & N. T. Lu","Leptochilus oblongus Li Bing Zhang, Liang Zhang & N. T. Lu",accepted,accepted,auto_punct,2510564
Leptochilus pentaphyllus (Baker) Liang Zhang & Li Bing Zhang,Leptochilus pentaphyllus (Baker) Liang Zhang & Li Bing Zhang,Leptochilus pentaphyllus (Baker) Liang Zhang & Li Bing Zhang,accepted,accepted,exact,2510565
Leptochilus saxicola (H.G. Zhou & H. Li) Liang Zhang & Li Bing Zhang,Leptochilus saxicola (H. G. Zhou & Hua Li) Liang Zhang & Li Bing Zhang,Leptochilus saxicola (H. G. Zhou & Hua Li) Liang Zhang & Li Bing Zhang,accepted,accepted,auto_basexin,2510566
Pteris x delchampsii W.H.Wagner & Nauman,Pteris × delchampsii W. H. Wagner & Nauman,Pteris × delchampsii W. H. Wagner & Nauman,accepted,accepted,auto_punct,2511780
Amauropelta amphioxypteris (Sodiro) Salino & T.E.Almeida,Amauropelta amphioxypteris (Sodiro) Salino & T. E. Almeida,Amauropelta amphioxypteris (Sodiro) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516303
"Amauropelta basisceletica (C.Sanchez, Caluff & Alvarez, O.) Salino & T.E.Almeida","Amauropelta basisceletica (C. Sánchez, Caluff & O. Alvarez) Salino & T. E. Almeida","Amauropelta basisceletica (C. Sánchez, Caluff & O. Alvarez) Salino & T. E. Almeida",accepted,accepted,auto_basexin,2516306
Amauropelta corazonensis (Baker) Salino & T.E.Almeida,Amauropelta corazonensis (Baker) Salino & T. E. Almeida,Amauropelta corazonensis (Baker) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516307
Amauropelta firma (Baker ex Jenman) Salino & T.E.Almeida,Amauropelta firma (Baker ex Jenman) Salino & T. E. Almeida,Amauropelta firma (Baker ex Jenman) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516308
Amauropelta germaniana (Fee) Salino & T.E.Almeida,Amauropelta germaniana (Fée) Salino & T. E. Almeida,Amauropelta germaniana (Fée) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516309
Amauropelta glandulosolanosa (C.Chr.) Salino & T.E.Almeida,Amauropelta glandulosolanosa (C. Chr.) Salino & T. E. Almeida,Amauropelta glandulosolanosa (C. Chr.) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516310
Amauropelta heteroclita (Desv.) Pic.Serm.,Amauropelta heteroclita (Desv.) Pic. Serm.,Amauropelta heteroclita (Desv.) Pic. Serm.,accepted,accepted,auto_punct,2516311
Amauropelta inabonensis (Proctor) Salino & T.E.Almeida,Amauropelta inabonensis (Proctor) Salino & T. E. Almeida,Amauropelta inabonensis (Proctor) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516312
Amauropelta opposita (Vahl) Pic.Serm.,Amauropelta opposita (M. Vahl) Pic. Serm.,Amauropelta opposita (M. Vahl) Pic. Serm.,accepted,accepted,auto_basexin,2516313
Amauropelta resinifera (Desv.) Pic.Serm.,Amauropelta resinifera (Desv.) Pic. Serm.,Amauropelta resinifera (Desv.) Pic. Serm.,accepted,accepted,auto_punct,2516315
Amauropelta rosenstockii (C.Chr.) Salino & T.E.Almeida,Amauropelta rosenstockii (C. Chr.) Salino & T. E. Almeida,Amauropelta rosenstockii (C. Chr.) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516316
Amauropelta rudis (Kunze) Pic.Serm.,Amauropelta rudis (Kunze) Pic. Serm.,Amauropelta rudis (Kunze) Pic. Serm.,accepted,accepted,auto_punct,2516317
Amauropelta rufa (Poir.) Salino & T.E.Almeida,Amauropelta rufa (Poir.) Salino & T. E. Almeida,Amauropelta rufa (Poir.) Salino & T. E. Almeida,accepted,accepted,auto_punct,2516318
Amauropelta sancta (L.) Pic.Serm.,Amauropelta sancta (L.) Pic. Serm.,Amauropelta sancta (L.) Pic. Serm.,accepted,accepted,auto_punct,2516319
"Haplopteris capillaris (Copel.) C.W.Chen, S.Linds. & K.T.Yong","Haplopteris capillaris (Copel.) C. W. Chen, S. Linds. & K. T. Yong","Haplopteris capillaris (Copel.) C. W. Chen, S. Linds. & K. T. Yong",accepted,accepted,auto_punct,2516791
Dicksonia lanata subsp. hispida (Colenso) Perrie & Brownsey,Dicksonia lanata subsp. hispida (Colenso) Perrie & Brownsey,Dicksonia lanata subsp. hispida (Colenso) Perrie & Brownsey,accepted,accepted,exact,2520565
Arachniodes carvifolia (Kunze) Ching,Arachniodes carvifolia (Kunze) Ching,Arachniodes carvifolia (Kunze) Ching,accepted,accepted,exact,2520580
Arachniodes coniifolia (T.Moore) Ching,Arachniodes coniifolia (T. Moore) Ching,Arachniodes coniifolia (T. Moore) Ching,accepted,accepted,auto_punct,2520584
Arachniodes formosissima (Goldm.) Nakaike,Arachniodes formosissima (Goldm.) Nakaike,Arachniodes formosissima (Goldm.) Nakaike,accepted,accepted,exact,2520589
Arachniodes grossa (Tardieu & C.Chr.) Ching,Arachniodes grossa (Tardieu & C. Chr.) Ching,Arachniodes grossa (Tardieu & C. Chr.) Ching,accepted,accepted,auto_punct,2520591
Arachniodes hainanensis (Ching) Ching,Arachniodes hainanensis (Ching) Ching,Arachniodes hainanensis (Ching) Ching,accepted,accepted,exact,2520593
Arachniodes henryi (Christ) Ching,Arachniodes henryi (Christ) Ching,Arachniodes henryi (Christ) Ching,accepted,accepted,exact,2520595
Arachniodes hunanensis Ching,Arachniodes hunanensis Ching,Arachniodes hunanensis Ching,accepted,accepted,exact,2520596
Arachniodes jinpingensis Y.T.Hsieh,Arachniodes jinpingensis Y. T. Hsieh,Arachniodes jinpingensis Y. T. Hsieh,accepted,accepted,auto_punct,2520598
Arachniodes longipinna Ching,Arachniodes longipinna Ching,Arachniodes longipinna Ching,accepted,accepted,exact,2520600
Arachniodes pseudoaristata (Tagawa) Ohwi,Arachniodes pseudoaristata (Tagawa) Ohwi,Arachniodes pseudoaristata (Tagawa) Ohwi,accepted,accepted,exact,2520605
Arachniodes pseudoassamica Ching,Arachniodes pseudoassamica Ching,Arachniodes pseudoassamica Ching,accepted,accepted,exact,2520606
Arachniodes simulans (Ching) Ching,Arachniodes simulans (Ching) Ching,Arachniodes simulans (Ching) Ching,accepted,accepted,exact,2520607
Arachniodes sinorhomboidea Ching,Arachniodes sinorhomboidea Ching,Arachniodes sinorhomboidea Ching,accepted,accepted,exact,2520608
Arachniodes spectabilis (Ching) Ching,Arachniodes spectabilis (Ching) Ching,Arachniodes spectabilis (Ching) Ching,accepted,accepted,exact,2520609
Alansmia turrialbae (Christ) Moguel & M.Kessler,Alansmia turrialbae (Christ) Moguel & M. Kessler,Alansmia turrialbae (Christ) Moguel & M. Kessler,accepted,accepted,auto_punct,2545963
Ceradenia knightii (Copel.) L.E.Bishop,Ceradenia knightii (Copel.) L. E. Bishop,Ceradenia knightii (Copel.) L. E. Bishop,accepted,accepted,auto_punct,2545964
Ceradenia kookenamae (Jenman) L.E.Bishop,Ceradenia kookenamae (Jenman) L. E. Bishop,Ceradenia kookenamae (Jenman) L. E. Bishop,accepted,accepted,auto_punct,2545965
Ceradenia meridensis (Klotzsch) L.E.Bishop,Ceradenia meridensis (Klotzsch) L. E. Bishop,Ceradenia meridensis (Klotzsch) L. E. Bishop,accepted,accepted,auto_punct,2545966
Cochlidium jungens L.E.Bishop,Cochlidium jungens L. E. Bishop,Cochlidium jungens L. E. Bishop,accepted,accepted,auto_punct,2545967
Cochlidium linearifolium (Desv.) Maxon ex C.Chr.,Cochlidium linearifolium (Desv.) Maxon,Cochlidium linearifolium (Desv.) Maxon,accepted,accepted,auto_exin+,2545968
Enterosora campbellii Baker,Enterosora campbellii Baker,Enterosora campbellii Baker,accepted,accepted,exact,2545969
Grammitis bufonis L.D.Gomez,Grammitis bufonis L.D.Gómez,Grammitis bufonis L.D.Gómez,accepted,accepted,auto_punct,2545970
Grammitis limbata Fee,Grammitis limbata Fée,Grammitis limbata Fée,accepted,accepted,auto_punct,2545971
Lellingeria tmesipteris (Copel.) A.R.Sm. & R.C.Moran,Lellingeria tmesipteris (Copel.) A. R. Sm. & R. C. Moran,Lellingeria tmesipteris (Copel.) A. R. Sm. & R. C. Moran,accepted,accepted,auto_punct,2545972
Lomaphlebia linearis (Sw.) J.Sm.,Lomaphlebia linearis (Sw.) J. Sm.,Lomaphlebia linearis (Sw.) J. Sm.,accepted,accepted,auto_punct,2545973
Moranopteris setulosa (Rosenst.) A.Rojas,Moranopteris setulosa (Rosenst.) A. Rojas,Moranopteris setulosa (Rosenst.) A. Rojas,accepted,accepted,auto_punct,2545974
Stenogrammitis delitescens (Maxon) Labiak,Stenogrammitis delitescens (Maxon) Labiak,Stenogrammitis delitescens (Maxon) Labiak,accepted,accepted,exact,2545975
Stenogrammitis nutata (Jenman) Labiak,Stenogrammitis nutata (Jenman) Labiak,Stenogrammitis nutata (Jenman) Labiak,accepted,accepted,exact,2545976
Terpsichore staheliana (Posth.) A.R.Sm.,Terpsichore staheliana (Posth.) A. R. Sm.,Terpsichore staheliana (Posth.) A. R. Sm.,accepted,accepted,auto_punct,2545977
Enterosora cornuta (Lellinger) Shalisko & Sundue,Enterosora cornuta (Lellinger) Shalisko & Sundue,Enterosora cornuta (Lellinger) Shalisko & Sundue,accepted,accepted,exact,2545978
Melpomene zempoaltepetlensis (Mickel & Beitel) A.R.Sm.,Melpomene zempoaltepetlensis (Mickel & Beitel) A. R. Sm.,Melpomene zempoaltepetlensis (Mickel & Beitel) A. R. Sm.,accepted,accepted,auto_punct,2545988
Melpomene moniliformis var. adnata Kunze) Lehnert,Melpomene moniliformis var. adnata (Kunze) Lehnert,Melpomene moniliformis var. adnata (Kunze) Lehnert,accepted,accepted,auto_punct,2546033
Leptogramma intermedia Ching ex Y.H.Chang & L.Y.Kuo,Leptogramma intermedia Ching ex Y. H. Chang & L. Y. Kuo,Leptogramma intermedia Ching ex Y. H. Chang & L. Y. Kuo,accepted,accepted,auto_punct,2552190
Leptogramma leptogrammoides (K.Iwats.) Y.H.Chang & L.Y.Kuo,Leptogramma leptogrammoides (K. Iwats.) Y. H. Chang & L. Y. Kuo,Leptogramma leptogrammoides (K. Iwats.) Y. H. Chang & L. Y. Kuo,accepted,accepted,auto_punct,2552191
Leptogramma sinica Ching ex Y.X.Lin,Leptogramma sinica Ching ex Y. X. Lin,Leptogramma sinica Ching ex Y. X. Lin,accepted,accepted,auto_punct,2552192
Microsorum heterocarpum Ching,Microsorum heterocarpum (Blume) Ching,Microsorum heterocarpum (Blume) Ching,accepted,accepted,auto_basio-,2558197
Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,Lepisorus validinervis (Kunze) Li Wang,accepted,accepted,exact,2558199
Mildella fallax (M.Martens & Galeotti) G.L.Nesom,Mildella fallax (M. Martens & Galeotti) G. L. Nesom,Mildella fallax (M. Martens & Galeotti) G. L. Nesom,accepted,accepted,auto_punct,2563995
Notholaena aureolina Yatsk. & Arbelaez,Notholaena aureolina Yatsk. & Arbeláez,Notholaena aureolina Yatsk. & Arbeláez,accepted,accepted,auto_punct,2563996
Notholaena brachypus (Kunze) J.Sm.,Notholaena brachypus (Kunze) J. Sm.,Notholaena brachypus (Kunze) J. Sm.,accepted,accepted,auto_punct,2563997
Notholaena leonina Maxon,Notholaena leonina Maxon,Notholaena leonina Maxon,accepted,accepted,exact,2563998
Notholaena ochracea (Hook.) Yatsk. & Arbelaez,Notholaena ochracea (Hook.) Yatsk. & Arbeláez,Notholaena ochracea (Hook.) Yatsk. & Arbeláez,accepted,accepted,auto_punct,2563999
Notholaena revoluta A.Rojas,Notholaena revoluta A. Rojas,Notholaena revoluta A. Rojas,accepted,accepted,auto_punct,2564000
Notholaena lemmonii var. australis R.M.Tryon,Notholaena lemmonii var. australis R. M. Tryon,Notholaena lemmonii var. australis R. M. Tryon,accepted,accepted,auto_punct,2565551
Cheilanthes arequipensis (Maxon) R.M.Tryon & A.F.Tryon,Cheilanthes arequipensis (Maxon) R. M. Tryon & A. F. Tryon,Cheilanthes arequipensis (Maxon) R. M. Tryon & A. F. Tryon,accepted,accepted,auto_punct,2567911
Cheilanthes ecuadorensis Windham & K.Sosa,Cheilanthes ecuadorensis Windham & K.Sosa,Cheilanthes ecuadorensis Windham & K.Sosa,accepted,accepted,exact,2567912
Hiya distans (Hook.) Brownsey & Perrie,Hiya distans (Hook.) Brownsey & Perrie,Hiya distans (Hook.) Brownsey & Perrie,accepted,accepted,exact,2571124
Asplenium x aran-tohanum Alejandre & M.J.Escal.,Asplenium × aran-tohanum Alejandre & M. J. Escal.,Asplenium × aran-tohanum Alejandre & M. J. Escal.,accepted,accepted,auto_punct,2572620
Microlepia ridleyi Copel.,Microlepia ridleyi Copel.,Microlepia ridleyi Copel.,accepted,accepted,exact,2579759
Dennstaedtia appendiculata (Wall. ex Hook.) J.Sm.,Dennstaedtia appendiculata (Wall. ex Hook.) J. Sm.,Dennstaedtia appendiculata (Wall. ex Hook.) J. Sm.,accepted,accepted,auto_punct,2579763
Microlepia boluoensis Y.Yuan & L.Fu,Microlepia boluoensis Y. Yuan & L. Fu,Microlepia boluoensis Y. Yuan & L. Fu,accepted,accepted,auto_punct,2579765
Microlepia chrysocarpa Ching,Microlepia chrysocarpa Ching,Microlepia chrysocarpa Ching,accepted,accepted,exact,2579767
Microlepia crassa Ching,Microlepia crassa Ching,Microlepia crassa Ching,accepted,accepted,exact,2579769
Microlepia firma Mett. ex Kuhn,Microlepia firma Mett. ex Kuhn,Microlepia firma Mett. ex Kuhn,accepted,accepted,exact,2579771
Microlepia krameri C.M.Kuo,Microlepia krameri C. M. Kuo,Microlepia krameri C. M. Kuo,accepted,accepted,auto_punct,2579775
Microlepia kurzii (C.B.Clarke) Bedd.,Microlepia kurzii (C. B. Clarke) Bedd.,Microlepia kurzii (C. B. Clarke) Bedd.,accepted,accepted,auto_punct,2579776
Microlepia matthewii Christ,Microlepia matthewii Christ,Microlepia matthewii Christ,accepted,accepted,exact,2579780
